id,lat,lon,perc_forest
74,55.8404,61.4778,8.16666666666667
75,50.732,59.6352,0
76,44.6238,28.8151,7.18181818181818
77,41.5392,0.4645,16.5454545454545
78,52.115,6.5969,21.8333333333333
79,52.3373,13.8156,31.4615384615385
80,55.0481,22.1758,48.5384615384615
81,53.3493,22.592,21.25
83,-31.929,115.804,20.3
84,-35.3159,149.1591,28.9
85,-32.8339,150.2047,73.8
86,-27.4787,153.1106,91
87,-35.5287,144.9589,20.1818181818182
88,5.682,39.5319,4.375
89,-28.6909,17.584,5.25
90,-6.836,37.662,0.625
91,-25.3071,27.449,10.7
92,-9.546,28.691,0
93,46.9289,131.7158,26.9
94,40.0742,116.4975,1.4
95,42.5275,130.692,56.9
96,43.079403,145.137933,46.3333333333333
97,49.8699,127.6447,1.90909090909091
98,15.0418,-23.6024,25.1111111111111
99,14.9379,-23.4891,15.4285714285714
100,15.0484,-23.6036,32.25
101,15.0722,-23.5601,23.5
102,24.432,92.3307,52.25
103,30.112,110.797,72.8
104,59.9443,11.0754,16.6
105,43.4142,70.6414,0
106,52.7758,23.298,7.58333333333333
107,53.1791,4.8634,8.33333333333333
108,59.481,18.0129,34.8
109,23.0604,-161.9179,11.6666666666667
110,-31.5171,25.0399,0.333333333333333
111,7.925,38.7278,4.625
112,-27.34001,30.143103,8.55555555555556
113,-14.8434,35.2903,14.375
114,-13.1834,31.7501,22.4444444444444
119,42.8776,11.0464,0
120,47.696,19.3635,12.3
121,43.4142,70.6414,0
122,49.9986,19.475,6.90909090909091
123,43.5925,4.7925,0
125,-18.9533,48.4117,25.2222222222222
126,-18.449,47.937,66.1
127,-23.4268,43.7463,15.8888888888889
128,-16.1542,45.8375,0
129,-16.3051,46.812,79.3
130,36.8279,71.557,0
131,36.9166,72.185,0.25
132,51.3459,23.3248,15.4545454545455
133,55.5027,21.2379,37
134,47.0536,16.3156,3.5
135,55.3617,21.2163,21
136,53.3493,22.592,21.25
137,50.701,3.4085,3.90909090909091
138,47.9965,10.9647,20.8
139,48.9827,14.7454,12.1
